user_id,amount,datetime
357,2000,2022-10-01 00:03:00
776,2500,2022-10-01 00:03:00
492,5000,2022-10-01 00:06:00
803,5000,2022-10-01 00:07:00
875,1500,2022-10-01 00:09:00
39,4000,2022-10-01 00:11:00
539,500,2022-10-01 00:13:00
560,2500,2022-10-01 00:15:00
30,25000,2022-10-01 00:16:00
367,1000,2022-10-01 00:18:00
831,955,2022-10-01 00:21:00
618,2000,2022-10-01 00:24:00
837,516,2022-10-01 00:25:00
625,39000,2022-10-01 00:28:00
614,1300,2022-10-01 00:29:00
539,550,2022-10-01 00:32:00
557,5000,2022-10-01 00:37:00
28,50000,2022-10-01 00:40:00
674,5000,2022-10-01 00:42:00
526,5000,2022-10-01 00:43:00
749,1500,2022-10-01 00:43:00
202,4500,2022-10-01 00:45:00
235,1500,2022-10-01 00:49:00
423,500,2022-10-01 00:49:00
984,5000,2022-10-01 00:50:00
796,1100,2022-10-01 00:57:00
395,5000,2022-10-01 00:57:00
137,10000,2022-10-01 00:58:00
837,500,2022-10-01 01:01:00
618,2000,2022-10-01 01:01:00
450,200,2022-10-01 01:05:00
914,2500,2022-10-01 01:08:00
565,50,2022-10-01 01:09:00
776,6000,2022-10-01 01:11:00
251,800,2022-10-01 01:14:00
505,4000,2022-10-01 01:14:00
220,5500,2022-10-01 01:15:00
972,1000,2022-10-01 01:17:00
421,10000,2022-10-01 01:19:00
539,1350,2022-10-01 01:19:00
514,1000,2022-10-01 01:19:00
114,10000,2022-10-01 01:20:00
909,700,2022-10-01 01:21:00
881,6000,2022-10-01 01:24:00
390,3300,2022-10-01 01:25:00
9,1693,2022-10-01 01:27:00
972,65,2022-10-01 01:27:00
352,5000,2022-10-01 01:29:00
145,1000,2022-10-01 01:30:00
449,10203,2022-10-01 01:32:00
9,1752,2022-10-01 01:33:00
980,300,2022-10-01 01:34:00
199,2000,2022-10-01 01:37:00
637,3500,2022-10-01 01:37:00
628,1000,2022-10-01 01:38:00
393,200,2022-10-01 01:41:00
445,2000,2022-10-01 01:41:00
628,1000,2022-10-01 01:43:00
367,1000,2022-10-01 01:50:00
586,500,2022-10-01 01:52:00
708,12000,2022-10-01 01:53:00
450,1000,2022-10-01 01:57:00
424,2000,2022-10-01 02:00:00
831,500,2022-10-01 02:01:00
352,550,2022-10-01 02:01:00
139,500,2022-10-01 02:03:00
532,500,2022-10-01 02:08:00
440,2000,2022-10-01 02:10:00
135,1000,2022-10-01 02:30:00
514,2000,2022-10-01 02:32:00
317,2000,2022-10-01 02:36:00
599,4000,2022-10-01 02:37:00
508,10000,2022-10-01 02:45:00
618,2000,2022-10-01 02:52:00
604,2000,2022-10-01 02:52:00
557,5000,2022-10-01 03:02:00
421,8000,2022-10-01 03:03:00
367,1000,2022-10-01 03:08:00
515,40000,2022-10-01 03:09:00
97,500,2022-10-01 03:19:00
695,1000,2022-10-01 03:19:00
390,200,2022-10-01 03:23:00
599,10000,2022-10-01 03:27:00
850,5000,2022-10-01 03:27:00
871,2900,2022-10-01 03:29:00
638,200,2022-10-01 03:30:00
139,500,2022-10-01 03:32:00
548,100,2022-10-01 03:33:00
783,1000,2022-10-01 03:38:00
181,20000,2022-10-01 03:40:00
978,250,2022-10-01 03:41:00
565,2000,2022-10-01 03:42:00
383,500,2022-10-01 03:43:00
366,1000,2022-10-01 03:44:00
654,1999,2022-10-01 03:45:00
959,10000,2022-10-01 03:48:00
618,2000,2022-10-01 03:50:00
860,1000,2022-10-01 03:50:00
763,50,2022-10-01 03:52:00
628,2000,2022-10-01 03:53:00
607,300,2022-10-01 03:53:00
525,200,2022-10-01 03:54:00
658,1985,2022-10-01 03:55:00
614,700,2022-10-01 03:57:00
720,100,2022-10-01 03:59:00
431,150,2022-10-01 04:03:00
390,3000,2022-10-01 04:04:00
844,500,2022-10-01 04:05:00
259,2500,2022-10-01 04:05:00
795,1000,2022-10-01 04:14:00
777,5000,2022-10-01 04:16:00
802,5000,2022-10-01 04:17:00
526,5000,2022-10-01 04:18:00
673,450,2022-10-01 04:24:00
285,10000,2022-10-01 04:25:00
931,2000,2022-10-01 04:26:00
264,500,2022-10-01 04:31:00
560,4000,2022-10-01 04:31:00
114,5000,2022-10-01 04:31:00
422,2750,2022-10-01 04:33:00
613,200,2022-10-01 04:36:00
548,100,2022-10-01 04:36:00
714,1100,2022-10-01 04:37:00
607,1000,2022-10-01 04:38:00
972,1060,2022-10-01 04:38:00
750,2000,2022-10-01 04:40:00
557,5000,2022-10-01 04:40:00
85,1500,2022-10-01 04:43:00
950,10000,2022-10-01 04:53:00
168,1800,2022-10-01 04:54:00
599,2000,2022-10-01 04:58:00
466,550,2022-10-01 05:00:00
539,400,2022-10-01 05:02:00
821,4000,2022-10-01 05:11:00
931,2200,2022-10-01 05:16:00
306,10000,2022-10-01 05:19:00
716,500,2022-10-01 05:19:00
380,2000,2022-10-01 05:25:00
335,5000,2022-10-01 05:30:00
367,500,2022-10-01 05:30:00
920,12000,2022-10-01 05:32:00
667,2000,2022-10-01 05:32:00
400,11000,2022-10-01 05:32:00
557,5000,2022-10-01 05:33:00
783,130,2022-10-01 05:34:00
466,5000,2022-10-01 05:41:00
744,4000,2022-10-01 05:42:00
467,35000,2022-10-01 05:48:00
837,100,2022-10-01 05:50:00
342,1000,2022-10-01 05:51:00
424,2500,2022-10-01 05:51:00
502,1650,2022-10-01 06:00:00
153,1000,2022-10-01 06:01:00
599,2000,2022-10-01 06:02:00
695,500,2022-10-01 06:04:00
893,500,2022-10-01 06:05:00
139,1000,2022-10-01 06:05:00
909,1000,2022-10-01 06:06:00
49,1000,2022-10-01 06:06:00
439,7500,2022-10-01 06:09:00
959,8000,2022-10-01 06:12:00
934,3000,2022-10-01 06:15:00
450,1000,2022-10-01 06:25:00
25,2000,2022-10-01 06:29:00
912,50,2022-10-01 06:34:00
980,300,2022-10-01 06:37:00
900,250,2022-10-01 06:39:00
379,200,2022-10-01 06:44:00
862,5000,2022-10-01 06:44:00
974,5000,2022-10-01 06:48:00
963,550,2022-10-01 06:52:00
972,250,2022-10-01 06:52:00
548,200,2022-10-01 06:52:00
548,200,2022-10-01 06:54:00
873,1000,2022-10-01 06:59:00
633,3000,2022-10-01 07:00:00
670,2000,2022-10-01 07:11:00
907,250,2022-10-01 07:14:00
569,45000,2022-10-01 07:15:00
421,5000,2022-10-01 07:15:00
501,1000,2022-10-01 07:17:00
193,3000,2022-10-01 07:18:00
366,500,2022-10-01 07:19:00
370,20000,2022-10-01 07:22:00
795,200,2022-10-01 07:23:00
614,2000,2022-10-01 07:29:00
677,6000,2022-10-01 07:30:00
972,100,2022-10-01 07:34:00
12,4001,2022-10-01 07:34:00
780,500,2022-10-01 07:36:00
601,12500,2022-10-01 07:37:00
708,4000,2022-10-01 07:43:00
390,192,2022-10-01 07:50:00
844,500,2022-10-01 07:52:00
153,3000,2022-10-01 07:52:00
122,1000,2022-10-01 07:53:00
571,250,2022-10-01 07:53:00
187,2500,2022-10-01 07:56:00
632,500,2022-10-01 07:57:00
915,18000,2022-10-01 08:01:00
599,4000,2022-10-01 08:05:00
558,1100,2022-10-01 08:11:00
239,2000,2022-10-01 08:11:00
719,300,2022-10-01 08:18:00
399,3000,2022-10-01 08:22:00
731,4000,2022-10-01 08:25:00
947,10200,2022-10-01 08:26:00
614,700,2022-10-01 08:26:00
973,1300,2022-10-01 08:27:00
44,200,2022-10-01 08:30:00
420,500,2022-10-01 08:35:00
699,8000,2022-10-01 08:38:00
885,300,2022-10-01 08:42:00
871,2000,2022-10-01 08:42:00
316,727,2022-10-01 08:45:00
565,8000,2022-10-01 08:46:00
950,20000,2022-10-01 08:47:00
182,65000,2022-10-01 08:53:00
539,2750,2022-10-01 08:54:00
740,20000,2022-10-01 08:57:00
181,50000,2022-10-01 08:58:00
71,1000,2022-10-01 09:00:00
168,2000,2022-10-01 09:01:00
247,5000,2022-10-01 09:01:00
561,500,2022-10-01 09:03:00
90,400,2022-10-01 09:05:00
860,220,2022-10-01 09:07:00
5,500,2022-10-01 09:07:00
208,160000,2022-10-01 09:11:00
541,38,2022-10-01 09:12:00
149,4000,2022-10-01 09:16:00
133,91,2022-10-01 09:21:00
390,200,2022-10-01 09:28:00
978,25004,2022-10-01 09:30:00
689,1000,2022-10-01 09:30:00
613,1000,2022-10-01 09:31:00
978,10001,2022-10-01 09:35:00
161,6000,2022-10-01 09:36:00
518,100,2022-10-01 09:37:00
443,1000,2022-10-01 09:43:00
807,500,2022-10-01 09:47:00
193,4000,2022-10-01 09:50:00
44,400,2022-10-01 09:50:00
85,1500,2022-10-01 09:52:00
183,20000,2022-10-01 09:54:00
255,500,2022-10-01 09:54:00
218,2000,2022-10-01 09:54:00
967,2500,2022-10-01 10:01:00
614,600,2022-10-01 10:03:00
380,2000,2022-10-01 10:09:00
987,2000,2022-10-01 10:11:00
695,500,2022-10-01 10:12:00
695,500,2022-10-01 10:13:00
248,500,2022-10-01 10:14:00
341,5000,2022-10-01 10:15:00
373,10000,2022-10-01 10:15:00
294,7700,2022-10-01 10:16:00
637,250,2022-10-01 10:17:00
972,50,2022-10-01 10:17:00
605,4000,2022-10-01 10:24:00
39,2000,2022-10-01 10:25:00
667,1500,2022-10-01 10:26:00
663,5000,2022-10-01 10:29:00
731,4000,2022-10-01 10:30:00
125,300,2022-10-01 10:36:00
660,510,2022-10-01 10:36:00
70,15000,2022-10-01 10:37:00
613,500,2022-10-01 10:39:00
795,100,2022-10-01 10:39:00
915,12000,2022-10-01 10:40:00
248,300,2022-10-01 10:42:00
176,1000,2022-10-01 10:46:00
853,2222,2022-10-01 10:52:00
458,500,2022-10-01 10:52:00
448,5000,2022-10-01 10:54:00
587,3000,2022-10-01 10:58:00
658,1000,2022-10-01 10:59:00
31,100,2022-10-01 11:00:00
60,2000,2022-10-01 11:01:00
400,5000,2022-10-01 11:04:00
587,12000,2022-10-01 11:07:00
17,500,2022-10-01 11:07:00
548,1000,2022-10-01 11:08:00
526,850,2022-10-01 11:09:00
222,150000,2022-10-01 11:12:00
529,5000,2022-10-01 11:18:00
798,3000,2022-10-01 11:18:00
744,2000,2022-10-01 11:19:00
12,4000,2022-10-01 11:22:00
518,100,2022-10-01 11:25:00
327,75,2022-10-01 11:25:00
5,500,2022-10-01 11:25:00
907,200,2022-10-01 11:26:00
314,1000,2022-10-01 11:27:00
837,500,2022-10-01 11:29:00
97,1000,2022-10-01 11:34:00
740,10000,2022-10-01 11:36:00
599,4000,2022-10-01 11:36:00
844,500,2022-10-01 11:39:00
695,1000,2022-10-01 11:41:00
218,2000,2022-10-01 11:42:00
428,1000,2022-10-01 11:55:00
505,10000,2022-10-01 12:04:00
190,800,2022-10-01 12:05:00
856,5000,2022-10-01 12:07:00
740,20000,2022-10-01 12:08:00
450,500,2022-10-01 12:10:00
44,500,2022-10-01 12:13:00
948,1000,2022-10-01 12:14:00
560,6000,2022-10-01 12:18:00
926,200,2022-10-01 12:18:00
455,5000,2022-10-01 12:27:00
931,1050,2022-10-01 12:29:00
22,1000,2022-10-01 12:32:00
424,2000,2022-10-01 12:33:00
539,1100,2022-10-01 12:33:00
950,12000,2022-10-01 12:33:00
985,2000,2022-10-01 12:38:00
607,1000,2022-10-01 12:39:00
586,1000,2022-10-01 12:39:00
566,20000,2022-10-01 12:40:00
259,4500,2022-10-01 12:40:00
259,15500,2022-10-01 12:40:00
305,1500,2022-10-01 12:41:00
945,2000,2022-10-01 12:42:00
306,20000,2022-10-01 12:42:00
667,1000,2022-10-01 12:48:00
72,600,2022-10-01 12:51:00
72,1000,2022-10-01 12:54:00
296,1000,2022-10-01 12:58:00
779,5100,2022-10-01 13:02:00
654,999,2022-10-01 13:12:00
795,2000,2022-10-01 13:19:00
526,10000,2022-10-01 13:19:00
682,2000,2022-10-01 13:26:00
408,700,2022-10-01 13:27:00
106,2200,2022-10-01 13:27:00
299,30000,2022-10-01 13:27:00
586,2000,2022-10-01 13:30:00
987,4000,2022-10-01 13:31:00
896,10000,2022-10-01 13:32:00
871,8000,2022-10-01 13:46:00
294,10000,2022-10-01 13:50:00
82,25000,2022-10-01 13:50:00
18,200,2022-10-01 13:57:00
426,2500,2022-10-01 13:58:00
5,1000,2022-10-01 13:59:00
663,10000,2022-10-01 14:03:00
963,2000,2022-10-01 14:04:00
909,1000,2022-10-01 14:07:00
280,500,2022-10-01 14:13:00
525,500,2022-10-01 14:14:00
871,5000,2022-10-01 14:16:00
681,10000,2022-10-01 14:18:00
844,500,2022-10-01 14:18:00
639,2000,2022-10-01 14:22:00
80,5500,2022-10-01 14:23:00
351,100,2022-10-01 14:25:00
220,2500,2022-10-01 14:25:00
850,500,2022-10-01 14:28:00
628,2000,2022-10-01 14:28:00
348,4000,2022-10-01 14:29:00
85,2000,2022-10-01 14:35:00
763,2000,2022-10-01 14:35:00
777,1000,2022-10-01 14:38:00
338,2000,2022-10-01 14:39:00
342,2000,2022-10-01 14:43:00
